m,order,mean,std,sem,count,minimum,maximum
421,inf,4.369431485188957,0.07738320378399179,0.002447071765983744,1000,4.075817953525618,4.592506509081775
437,1.0,6.112746847912857,0.027680739673367,0.0008753418468602503,1000,6.025108537850572,6.2029661561076015
437,2.0,5.761573231257584,0.03786245858085758,0.0011973160692929647,1000,5.637968076610901,5.873650934605293
437,inf,4.352693406105811,0.07433301250680915,0.0023506162486329934,1000,4.1088795405329535,4.5823901856263785
453,1.0,6.1166679205437,0.026162296236142815,0.000827324449262617,1000,6.013568477255286,6.186987706158228
453,2.0,5.762670701497698,0.03583861703502554,0.0011333165802119118,1000,5.63445913523635,5.880619722505747
453,inf,4.3315664295231,0.0684711379040549,0.0021652474976030117,1000,4.068433726584317,4.568258939750708
469,1.0,6.121373021929575,0.025554657583219308,0.0008081092278866688,1000,6.029505637186958,6.208540545363851
469,2.0,5.764935773584839,0.035614395355657476,0.0011262260681360013,1000,5.641961921222977,5.893188804730532
469,inf,4.3122733839833725,0.06780169262856876,0.002144077779209261,1000,4.107775079379033,4.538494878387966
486,1.0,6.124289833408988,0.025009882385550415,0.0007908819235126473,1000,6.02926179816493,6.204053501887821
486,2.0,5.765223027571156,0.03516817635417828,0.0011121153843367982,1000,5.641390648871773,5.870199811880088
486,inf,4.2898663703789435,0.06687565046046214,0.0021147937546034863,1000,4.022893917635121,4.498337158966646
502,1.0,6.126785690831022,0.024339115574040806,0.0007696704144804552,1000,6.045887765710021,6.1932075425663715
502,2.0,5.765662701543376,0.03416844940217529,0.0010805012422709253,1000,5.662896315684637,5.854961415713337
502,inf,4.270689442934712,0.06265002404723803,0.001981167714535926,1000,4.042691528479133,4.4218292075634595
518,1.0,6.12949805409786,0.023289967743803063,0.0007364934470227058,1000,6.052042987456325,6.196775245778554
518,2.0,5.765758258371748,0.03299132068349413,0.0010432771637686447,1000,5.660751515260521,5.861189066727626
518,inf,4.249655117876498,0.06040727512940797,0.0019102457665337177,1000,4.049643489711962,4.44333942223173
534,1.0,6.131036002561512,0.02320096147872988,0.0007336788217861464,1000,6.041734308314549,6.195690582521644
534,2.0,5.763981624655657,0.03387908108154113,0.001071350612511907,1000,5.636065674134584,5.85226518422569
534,inf,4.228468180431537,0.06021790530402562,0.0019042573668505518,1000,4.005734664613026,4.380001344972398
550,1.0,6.134208011194879,0.021195313185917206,0.0006702546538809826,1000,6.055676442704067,6.191951592234984
550,2.0,5.765262512969252,0.03107364567566737,0.0009826349554015068,1000,5.642426126838313,5.84957352455906
550,inf,4.2112543297574305,0.05697335183003589,0.0018016555771703576,1000,3.999069552003783,4.377689978384487
566,1.0,6.136251699567621,0.022500350135176473,0.0007115235457843513,1000,6.061499171086372,6.198601200124764
566,2.0,5.764353991353514,0.032850395365809845,0.0010388207139299932,1000,5.647716269829408,5.866200575516664
566,inf,4.1921198267743005,0.05755395043454755,0.0018200157171360792,1000,3.9639356071411243,4.360848243086146
582,1.0,6.137556073090104,0.02169870101723573,0.0006861731748147744,1000,6.0582128401038435,6.206354743171319
582,2.0,5.76262692500658,0.03148840891801103,0.0009957509207567305,1000,5.6529312244866174,5.8545436554078165
582,inf,4.170787048980371,0.05416319521864152,0.0017127906224324886,1000,3.9869499488915556,4.30891898017227
599,1.0,6.138744550606225,0.02029113025111979,0.0006416618789268291,1000,6.0679592125646815,6.1968299660437
599,2.0,5.7604297217604765,0.02987375045363375,0.00094469093684971,1000,5.662272247772191,5.859666727474569
599,inf,4.1478638123430285,0.04945324042465427,0.0015638487741782003,1000,3.9748100833237308,4.303751781717562
615,1.0,6.139898079243572,0.01981351616755456,0.0006265583954604279,1000,6.080573660094959,6.19572364383229
615,2.0,5.757079437546402,0.030070817888752814,0.000950922756325947,1000,5.66644155824091,5.851826284741257
615,inf,4.124378450445824,0.05092230752997885,0.0016103047550627618,1000,3.9545691733017616,4.270118976565577
631,1.0,6.14124993238851,0.018423129933375082,0.0005825905221869138,1000,6.075500244231938,6.203220034004402
631,2.0,5.755869566971309,0.028650669355257816,0.0009060137165100258,1000,5.645708934376683,5.861736092872962
631,inf,4.106811747475887,0.04979629702615785,0.0015746971764492807,1000,3.9229045189969147,4.295961317955717
647,1.0,6.141459842851924,0.019429258699676284,0.0006144071073961845,1000,6.072133470710391,6.2100883886036975
647,2.0,5.752720838217568,0.02920735440432133,0.0009236176434540588,1000,5.657913399745,5.846908943023199
647,inf,4.086977756151587,0.04737333043607276,0.0014980762452576765,1000,3.939526510880005,4.243519389632164
663,1.0,6.142009432064183,0.019021032864630884,0.000601497873011508,1000,6.079856911271466,6.193886745314214
663,2.0,5.74989616561601,0.02921104251862565,0.0009237342718687856,1000,5.6406400691791685,5.826308095890123
663,inf,4.066945384497089,0.047050171965009525,0.001487857077120302,1000,3.8855994545614654,4.193813335423542
679,1.0,6.14317340946295,0.018443817580443205,0.0005832447230285636,1000,6.077873396200261,6.200844497706157
679,2.0,5.747129861739275,0.028495461833238055,0.000901105623714294,1000,5.622396856338507,5.836718987895434
679,inf,4.047591133903208,0.04589242808062009,0.0014512460009022893,1000,3.8598843822227407,4.188722128806311
696,1.0,6.143203736058176,0.01768717275181286,0.0005593175126459668,1000,6.070767018042305,6.196732437607033
696,2.0,5.74306986296658,0.02746327160760623,0.0008684649027986971,1000,5.632039506710052,5.8248533900163455
696,inf,4.025329078275304,0.04414258374013189,0.0013959110642353103,1000,3.855759069555686,4.153628038213235
712,1.0,6.143698231394535,0.017634338317317085,0.0005576467411270307,1000,6.090982249307788,6.19398340476364
712,2.0,5.73957191054402,0.027674350530157616,0.0008751398044118638,1000,5.637450158031437,5.81511652047864
712,inf,4.006600275032458,0.04370958576499194,0.0013822184659984782,1000,3.8316592185631295,4.132182669459677
728,1.0,6.143530973272668,0.01710469261468785,0.0005408978733947446,1000,6.086893653182473,6.188971994774851
728,2.0,5.735069973269563,0.02698809603392191,0.0008534385317855009,1000,5.640549849050468,5.802485060755486
728,inf,3.986413162893765,0.041291116813228015,0.0013057397626187392,1000,3.846208576055227,4.093504254564328
744,1.0,6.143011030149975,0.01749595126835445,0.000553270558393119,1000,6.083444181011909,6.200488165290212
744,2.0,5.730640449006254,0.02752778873465676,0.0008705051134943985,1000,5.631751213149995,5.8256521897658144
744,inf,3.966947904366207,0.04173149042707644,0.001319665599030744,1000,3.8024287220068844,4.105773522663946
760,1.0,6.141728021313677,0.01720779586314394,0.0005441582843875793,1000,6.087958348678664,6.192048319290079
760,2.0,5.724698958796991,0.027466928752998575,0.0008685805518904391,1000,5.630183609238743,5.805717333900536
760,inf,3.945799629114673,0.04138136586735801,0.0013085936882960053,1000,3.811895335521304,4.058497099031288
776,1.0,6.141276878797904,0.017051501793074922,0.0005392158319256189,1000,6.088432981346776,6.1859227434479465
776,2.0,5.7194529222376,0.026939532704301255,0.0008519028244618731,1000,5.621688900959508,5.790169571314404
776,inf,3.9261765198627194,0.03932031392059016,0.0012434175030189,1000,3.786762755736806,4.0444257991604395
792,1.0,6.141964646312848,0.016836205827131304,0.0005324075756913401,1000,6.08023771292149,6.19688452632917
792,2.0,5.716487416338908,0.02674153482917263,0.0008456415818890725,1000,5.6307234558435155,5.794933454823836
792,inf,3.9094743243060472,0.039380256184151204,0.0012453130438284902,1000,3.7709816263956264,4.024783467482835
809,1.0,6.141463195915857,0.016785397428922315,0.0005308008730652879,1000,6.068943701361536,6.192378638974797
809,2.0,5.710883786942549,0.02746372997893469,0.0008684793977728176,1000,5.59366717320962,5.787757631678451
809,inf,3.8900107166881344,0.03947970908063936,0.0012484580205565255,1000,3.726360732987249,4.0106869857644805
825,1.0,6.140902782016544,0.01653137704385283,0.0005227680431759619,1000,6.086790965155165,6.19737387118855
825,2.0,5.705114773146768,0.02668545143776459,0.0008438680693315112,1000,5.6175487433786655,5.791655529145745
