n,M,family,sample,entropy
10,107,random_subsets_natural_partition,4234,4.1200854684187265
10,107,random_subsets_natural_partition,4235,4.076043803820668
10,107,random_subsets_natural_partition,4236,4.024302734115586
10,107,random_subsets_natural_partition,4237,4.1067830822245694
10,107,random_subsets_natural_partition,4238,4.045214255941513
10,107,random_subsets_natural_partition,4239,3.9929094798538807
10,107,random_subsets_natural_partition,4240,4.090883761802074
10,107,random_subsets_natural_partition,4241,4.123852938445248
10,107,random_subsets_natural_partition,4242,4.102202160489475
10,107,random_subsets_natural_partition,4243,4.195938983272946
10,107,random_subsets_natural_partition,4244,4.12558903857455
10,107,random_subsets_natural_partition,4245,4.050290083815236
10,107,random_subsets_natural_partition,4246,4.073084923269108
10,107,random_subsets_natural_partition,4247,4.071923190006212
10,107,random_subsets_natural_partition,4248,4.03878892155966
10,107,random_subsets_natural_partition,4249,4.140579039119281
10,107,random_subsets_natural_partition,4250,4.10054990608874
10,107,random_subsets_natural_partition,4251,3.9776910569927773
10,107,random_subsets_natural_partition,4252,4.141253857558435
10,107,random_subsets_natural_partition,4253,4.125755682920019
10,107,random_subsets_natural_partition,4254,4.1420017134737765
10,107,random_subsets_natural_partition,4255,4.021051724708917
10,107,random_subsets_natural_partition,4256,4.091342634161837
10,107,random_subsets_natural_partition,4257,4.16322231892528
10,107,random_subsets_natural_partition,4258,3.996493569326957
10,107,random_subsets_natural_partition,4259,4.052619172502945
10,107,random_subsets_natural_partition,4260,4.012615880999154
10,107,random_subsets_natural_partition,4261,4.046180675316095
10,107,random_subsets_natural_partition,4262,4.061397576567824
10,107,random_subsets_natural_partition,4263,4.113657200325841
10,107,random_subsets_natural_partition,4264,4.004393274483656
10,107,random_subsets_natural_partition,4265,4.101899598647903
10,107,random_subsets_natural_partition,4266,4.032282839734052
10,107,random_subsets_natural_partition,4267,4.127589642812061
10,107,random_subsets_natural_partition,4268,4.057033107835134
10,107,random_subsets_natural_partition,4269,4.081651995241247
10,107,random_subsets_natural_partition,4270,4.132594899627495
10,107,random_subsets_natural_partition,4271,4.1996557343699275
10,107,random_subsets_natural_partition,4272,4.069420394802959
10,107,random_subsets_natural_partition,4273,3.9822968310056206
10,107,random_subsets_natural_partition,4274,4.125266745888487
10,107,random_subsets_natural_partition,4275,4.073087609820568
10,107,random_subsets_natural_partition,4276,4.087095414773343
10,107,random_subsets_natural_partition,4277,4.006481334230131
10,107,random_subsets_natural_partition,4278,4.160866556848549
10,107,random_subsets_natural_partition,4279,4.112697120445108
10,107,random_subsets_natural_partition,4280,4.086838757014878
10,107,random_subsets_natural_partition,4281,4.197430770859509
10,107,random_subsets_natural_partition,4282,4.177336672932903
10,107,random_subsets_natural_partition,4283,4.01838573772603
10,107,random_subsets_natural_partition,4284,4.071112036070827
10,107,random_subsets_natural_partition,4285,3.9112424137411606
10,107,random_subsets_natural_partition,4286,4.09665110244191
10,107,random_subsets_natural_partition,4287,4.091892332292993
10,107,random_subsets_natural_partition,4288,4.116750135764609
10,107,random_subsets_natural_partition,4289,4.039523552503927
10,107,random_subsets_natural_partition,4290,4.1198765256203425
10,107,random_subsets_natural_partition,4291,4.020649146896132
10,107,random_subsets_natural_partition,4292,4.155727290216973
10,107,random_subsets_natural_partition,4293,4.06079620117061
10,107,random_subsets_natural_partition,4294,3.9983348574279085
10,107,random_subsets_natural_partition,4295,4.103726496028738
10,107,random_subsets_natural_partition,4296,4.057394441211336
10,107,random_subsets_natural_partition,4297,4.123983578516119
10,107,random_subsets_natural_partition,4298,3.9547239545687622
10,107,random_subsets_natural_partition,4299,4.09663999682532
10,107,random_subsets_natural_partition,4300,4.120910105745551
10,107,random_subsets_natural_partition,4301,4.087721427872268
10,107,random_subsets_natural_partition,4302,4.107405682937021
10,107,random_subsets_natural_partition,4303,3.9922349489979867
10,107,random_subsets_natural_partition,4304,4.028647014309926
10,107,random_subsets_natural_partition,4305,4.021183863937996
10,107,random_subsets_natural_partition,4306,4.089343263035368
10,107,random_subsets_natural_partition,4307,4.132624954139238
10,107,random_subsets_natural_partition,4308,3.995543123020847
10,107,random_subsets_natural_partition,4309,4.156626338561003
10,107,random_subsets_natural_partition,4310,4.134708990949905
10,107,random_subsets_natural_partition,4311,4.122463545897175
10,107,random_subsets_natural_partition,4312,4.117021962677496
10,107,random_subsets_natural_partition,4313,4.085381016628589
10,107,random_subsets_natural_partition,4314,4.034888821202034
10,107,random_subsets_natural_partition,4315,4.0623375511693345
10,107,random_subsets_natural_partition,4316,4.107044205446227
10,107,random_subsets_natural_partition,4317,4.078295926914603
10,107,random_subsets_natural_partition,4318,4.09073604998873
10,107,random_subsets_natural_partition,4319,4.051478170734933
10,107,random_subsets_natural_partition,4320,4.030039585862822
10,107,random_subsets_natural_partition,4321,4.079982984531681
10,107,random_subsets_natural_partition,4322,4.041472023819841
10,107,random_subsets_natural_partition,4323,3.97320043547824
10,107,random_subsets_natural_partition,4324,4.0740017447080605
10,107,random_subsets_natural_partition,4325,4.092451261851004
10,107,random_subsets_natural_partition,4326,4.078079454937528
10,107,random_subsets_natural_partition,4327,4.0984511045193965
10,107,random_subsets_natural_partition,4328,3.9913348576396417
10,107,random_subsets_natural_partition,4329,4.045098491927603
10,107,random_subsets_natural_partition,4330,4.035010141901085
10,107,random_subsets_natural_partition,4331,4.0537077908340455
10,107,random_subsets_natural_partition,4332,4.147554692734068
10,107,random_subsets_natural_partition,4333,4.110393767836435
10,107,random_subsets_natural_partition,4334,4.0568105139515245
10,107,random_subsets_natural_partition,4335,4.1081211450604425
10,107,random_subsets_natural_partition,4336,4.1701772006535505
10,107,random_subsets_natural_partition,4337,4.015097888457823
10,107,random_subsets_natural_partition,4338,4.0184226877237625
10,107,random_subsets_natural_partition,4339,4.111520940212038
10,107,random_subsets_natural_partition,4340,4.1178926358421855
10,107,random_subsets_natural_partition,4341,4.1483643399817955
10,107,random_subsets_natural_partition,4342,4.112093349017232
10,107,random_subsets_natural_partition,4343,4.0389361021172885
10,107,random_subsets_natural_partition,4344,4.045194602010795
10,107,random_subsets_natural_partition,4345,4.168141391624308
10,107,random_subsets_natural_partition,4346,4.135396370250323
10,107,random_subsets_natural_partition,4347,4.03094707284199
10,107,random_subsets_natural_partition,4348,4.153074823146495
10,107,random_subsets_natural_partition,4349,4.034808679703829
10,107,random_subsets_natural_partition,4350,3.9652430879760736
10,107,random_subsets_natural_partition,4351,4.147985627206285
10,107,random_subsets_natural_partition,4352,4.119149001115087
10,107,random_subsets_natural_partition,4353,4.126284649256926
10,107,random_subsets_natural_partition,4354,4.139345667812228
10,107,random_subsets_natural_partition,4355,4.123620437261533
10,107,random_subsets_natural_partition,4356,4.13100572900312
10,107,random_subsets_natural_partition,4357,4.097512058203788
10,107,random_subsets_natural_partition,4358,4.120969820776137
10,107,random_subsets_natural_partition,4359,4.0514582919484985
10,107,random_subsets_natural_partition,4360,4.083214264992667
10,107,random_subsets_natural_partition,4361,4.052741703112483
10,107,random_subsets_natural_partition,4362,4.035552039558995
10,107,random_subsets_natural_partition,4363,4.110254008473993
10,107,random_subsets_natural_partition,4364,4.0760789660393995
10,107,random_subsets_natural_partition,4365,4.078997003949724
10,107,random_subsets_natural_partition,4366,4.109796909046882
10,107,random_subsets_natural_partition,4367,4.077107743930164
10,107,random_subsets_natural_partition,4368,4.1205948476524
10,107,random_subsets_natural_partition,4369,4.115146522402876
10,107,random_subsets_natural_partition,4370,4.112957309788518
10,107,random_subsets_natural_partition,4371,4.087962006415191
10,107,random_subsets_natural_partition,4372,4.060094075510656
10,107,random_subsets_natural_partition,4373,3.967037324065497
10,107,random_subsets_natural_partition,4374,4.135427558148147
10,107,random_subsets_natural_partition,4375,4.159451089097327
10,107,random_subsets_natural_partition,4376,4.126092973810716
10,107,random_subsets_natural_partition,4377,4.103390955054314
10,107,random_subsets_natural_partition,4378,4.07067580694999
10,107,random_subsets_natural_partition,4379,3.979029118422815
10,107,random_subsets_natural_partition,4380,4.098643096012023
10,107,random_subsets_natural_partition,4381,4.049784212113095
10,107,random_subsets_natural_partition,4382,4.093893090955301
10,107,random_subsets_natural_partition,4383,4.06291211107739
10,107,random_subsets_natural_partition,4384,4.095465577499965
10,107,random_subsets_natural_partition,4385,4.0705716887819765
10,107,random_subsets_natural_partition,4386,4.074988588265589
10,107,random_subsets_natural_partition,4387,4.1148627082621845
10,107,random_subsets_natural_partition,4388,3.9952958764170203
10,107,random_subsets_natural_partition,4389,4.050663000123366
10,107,random_subsets_natural_partition,4390,4.125615193097366
10,107,random_subsets_natural_partition,4391,4.142995943153549
10,107,random_subsets_natural_partition,4392,4.076074583376981
10,107,random_subsets_natural_partition,4393,4.040850537180942
10,107,random_subsets_natural_partition,4394,4.090679447664806
10,107,random_subsets_natural_partition,4395,4.084923476614876
10,107,random_subsets_natural_partition,4396,4.164637001638755
10,107,random_subsets_natural_partition,4397,4.073937641901613
10,107,random_subsets_natural_partition,4398,4.110301735634951
10,107,random_subsets_natural_partition,4399,4.094539201167104
10,107,random_subsets_natural_partition,4400,4.133594009311771
10,107,random_subsets_natural_partition,4401,4.051147149259989
10,107,random_subsets_natural_partition,4402,4.048493763129813
10,107,random_subsets_natural_partition,4403,4.056604498150574
10,107,random_subsets_natural_partition,4404,4.092788694273882
10,107,random_subsets_natural_partition,4405,4.039673902218791
10,107,random_subsets_natural_partition,4406,4.062335925403507
10,107,random_subsets_natural_partition,4407,4.09191293221247
10,107,random_subsets_natural_partition,4408,4.097660388029409
10,107,random_subsets_natural_partition,4409,4.157249525848223
10,107,random_subsets_natural_partition,4410,3.9889383857776073
10,107,random_subsets_natural_partition,4411,4.082658274095454
10,107,random_subsets_natural_partition,4412,4.093400883565991
10,107,random_subsets_natural_partition,4413,4.113509446340891
10,107,random_subsets_natural_partition,4414,4.0953544815335565
10,107,random_subsets_natural_partition,4415,4.036320372805796
10,107,random_subsets_natural_partition,4416,4.074120958677977
10,107,random_subsets_natural_partition,4417,4.112166221307664
10,107,random_subsets_natural_partition,4418,4.015356621240168
10,107,random_subsets_natural_partition,4419,4.1072922512531465
10,107,random_subsets_natural_partition,4420,4.107301497250063
10,107,random_subsets_natural_partition,4421,4.034668147473763
10,107,random_subsets_natural_partition,4422,4.016430133385228
10,107,random_subsets_natural_partition,4423,4.02922623949979
10,107,random_subsets_natural_partition,4424,4.029095557737561
10,107,random_subsets_natural_partition,4425,4.058171142795276
10,107,random_subsets_natural_partition,4426,4.133914033390962
10,107,random_subsets_natural_partition,4427,4.0819881844100605
10,107,random_subsets_natural_partition,4428,4.10612942976449
10,107,random_subsets_natural_partition,4429,4.036584812762695
10,107,random_subsets_natural_partition,4430,3.9779680556434798
10,107,random_subsets_natural_partition,4431,4.013198664631162
10,107,random_subsets_natural_partition,4432,4.12809804119844
10,107,random_subsets_natural_partition,4433,4.056193035436028
10,107,random_subsets_natural_partition,4434,4.08987306533274
10,107,random_subsets_natural_partition,4435,4.048585207013841
10,107,random_subsets_natural_partition,4436,4.074458885069067
10,107,random_subsets_natural_partition,4437,4.074474264435303
10,107,random_subsets_natural_partition,4438,4.062460218268194
10,107,random_subsets_natural_partition,4439,4.0971262023856
10,107,random_subsets_natural_partition,4440,4.106093843496763
10,107,random_subsets_natural_partition,4441,3.969290141182745
10,107,random_subsets_natural_partition,4442,4.08328378691822
10,107,random_subsets_natural_partition,4443,4.09328478233904
10,107,random_subsets_natural_partition,4444,3.919003452639928
10,107,random_subsets_natural_partition,4445,4.054778212525035
10,107,random_subsets_natural_partition,4446,4.050246160676812
10,107,random_subsets_natural_partition,4447,4.022150961453928
10,107,random_subsets_natural_partition,4448,3.9817733910878563
10,107,random_subsets_natural_partition,4449,4.101657111737834
10,107,random_subsets_natural_partition,4450,4.098620808528436
10,107,random_subsets_natural_partition,4451,4.086891098696253
10,107,random_subsets_natural_partition,4452,4.1231838638897305
10,107,random_subsets_natural_partition,4453,4.087215672681834
10,107,random_subsets_natural_partition,4454,4.0016734292421265
10,107,random_subsets_natural_partition,4455,4.091546434308657
10,107,random_subsets_natural_partition,4456,4.151238251644897
10,107,random_subsets_natural_partition,4457,4.087706203618353
10,107,random_subsets_natural_partition,4458,4.073138409240983
10,107,random_subsets_natural_partition,4459,4.060729326213084
10,107,random_subsets_natural_partition,4460,4.055683564843326
10,107,random_subsets_natural_partition,4461,4.054856353609554
10,107,random_subsets_natural_partition,4462,4.02218602265906
10,107,random_subsets_natural_partition,4463,4.239004453752682
10,107,random_subsets_natural_partition,4464,4.200182956767268
10,107,random_subsets_natural_partition,4465,4.102401305368468
10,107,random_subsets_natural_partition,4466,4.102125578377236
10,107,random_subsets_natural_partition,4467,4.025552401462942
10,107,random_subsets_natural_partition,4468,4.079523512279607
10,107,random_subsets_natural_partition,4469,4.07809301049395
10,107,random_subsets_natural_partition,4470,4.104321805362922
10,107,random_subsets_natural_partition,4471,4.12835368185202
10,107,random_subsets_natural_partition,4472,4.015006994269673
10,107,random_subsets_natural_partition,4473,3.9879414273560725
10,107,random_subsets_natural_partition,4474,3.9656432026641246
10,107,random_subsets_natural_partition,4475,4.053013428281373
10,107,random_subsets_natural_partition,4476,4.129469024913567
10,107,random_subsets_natural_partition,4477,4.104619900823818
10,107,random_subsets_natural_partition,4478,4.120402094517684
10,107,random_subsets_natural_partition,4479,4.173341677905609
10,107,random_subsets_natural_partition,4480,4.167619796270138
10,107,random_subsets_natural_partition,4481,3.971596491358682
10,107,random_subsets_natural_partition,4482,3.985319819976118
10,107,random_subsets_natural_partition,4483,4.146919897430167
10,107,random_subsets_natural_partition,4484,4.181115825928193
10,107,random_subsets_natural_partition,4485,4.089933190188561
10,107,random_subsets_natural_partition,4486,4.115460037653847
10,107,random_subsets_natural_partition,4487,4.128051032118596
10,107,random_subsets_natural_partition,4488,4.0199577948657605
10,107,random_subsets_natural_partition,4489,4.102662262508836
10,107,random_subsets_natural_partition,4490,3.997146258277968
10,107,random_subsets_natural_partition,4491,4.0292558131826075
10,107,random_subsets_natural_partition,4492,4.098913936983379
10,107,random_subsets_natural_partition,4493,4.188991846779123
10,107,random_subsets_natural_partition,4494,4.121728007609764
10,107,random_subsets_natural_partition,4495,4.141042519063446
10,107,random_subsets_natural_partition,4496,4.016322771328518
10,107,random_subsets_natural_partition,4497,4.094946106148943
10,107,random_subsets_natural_partition,4498,4.072004123835542
10,107,random_subsets_natural_partition,4499,4.179093213275272
10,107,random_subsets_natural_partition,4500,4.047191039329501
10,107,random_subsets_natural_partition,4501,4.1080667244680065
10,107,random_subsets_natural_partition,4502,4.147743655707234
10,107,random_subsets_natural_partition,4503,4.122821312942959
10,107,random_subsets_natural_partition,4504,4.195906708521114
10,107,random_subsets_natural_partition,4505,4.158468143216203
10,107,random_subsets_natural_partition,4506,4.095288702282541
10,107,random_subsets_natural_partition,4507,4.077312076417771
10,107,random_subsets_natural_partition,4508,4.083351320243983
10,107,random_subsets_natural_partition,4509,4.1569320284259845
10,107,random_subsets_natural_partition,4510,4.076334908371379
10,107,random_subsets_natural_partition,4511,4.067476731270025
10,107,random_subsets_natural_partition,4512,3.979035589267615
10,107,random_subsets_natural_partition,4513,4.013002171327028
10,107,random_subsets_natural_partition,4514,4.19127404714692
10,107,random_subsets_natural_partition,4515,4.059317862816954
10,107,random_subsets_natural_partition,4516,4.131713059784804
10,107,random_subsets_natural_partition,4517,3.9535148283846584
10,107,random_subsets_natural_partition,4518,4.1019305598717475
10,107,random_subsets_natural_partition,4519,4.035378557027029
10,107,random_subsets_natural_partition,4520,4.1176066548236285
10,107,random_subsets_natural_partition,4521,4.165995926130002
10,107,random_subsets_natural_partition,4522,4.115109947006613
10,107,random_subsets_natural_partition,4523,4.02877384705625
10,107,random_subsets_natural_partition,4524,4.064301978291817
10,107,random_subsets_natural_partition,4525,4.0513058154587585
10,107,random_subsets_natural_partition,4526,4.077586342201464
10,107,random_subsets_natural_partition,4527,4.058698828115743
10,107,random_subsets_natural_partition,4528,4.139578287601164
10,107,random_subsets_natural_partition,4529,3.9554610071369303
10,107,random_subsets_natural_partition,4530,4.0364107492720835
10,107,random_subsets_natural_partition,4531,4.117819226220294
10,107,random_subsets_natural_partition,4532,3.951853977853382
10,107,random_subsets_natural_partition,4533,4.110790129263264
10,107,random_subsets_natural_partition,4534,4.097816535577026
10,107,random_subsets_natural_partition,4535,4.0841907215178095
10,107,random_subsets_natural_partition,4536,4.023520288552072
10,107,random_subsets_natural_partition,4537,4.050129421414412
10,107,random_subsets_natural_partition,4538,4.032293540236843
10,107,random_subsets_natural_partition,4539,4.121527833415009
10,107,random_subsets_natural_partition,4540,4.125569160239174
10,107,random_subsets_natural_partition,4541,4.019199884416549
10,107,random_subsets_natural_partition,4542,4.03298552886917
10,107,random_subsets_natural_partition,4543,4.012222201991019
10,107,random_subsets_natural_partition,4544,3.973604623295815
10,107,random_subsets_natural_partition,4545,4.0432821358132776
10,107,random_subsets_natural_partition,4546,4.067254476872157
10,107,random_subsets_natural_partition,4547,4.033122802710346
10,107,random_subsets_natural_partition,4548,4.09044167927552
10,107,random_subsets_natural_partition,4549,4.045603516641094
10,107,random_subsets_natural_partition,4550,4.04407838962954
10,107,random_subsets_natural_partition,4551,4.07655508325354
10,107,random_subsets_natural_partition,4552,4.054173592209803
10,107,random_subsets_natural_partition,4553,4.045462089656158
10,107,random_subsets_natural_partition,4554,4.06088494562696
10,107,random_subsets_natural_partition,4555,4.209182826359581
10,107,random_subsets_natural_partition,4556,4.074284598770052
10,107,random_subsets_natural_partition,4557,4.0906665586367845
10,107,random_subsets_natural_partition,4558,4.130433417616181
10,107,random_subsets_natural_partition,4559,4.135231554638272
10,107,random_subsets_natural_partition,4560,4.122815229774938
10,107,random_subsets_natural_partition,4561,4.139318938802292
10,107,random_subsets_natural_partition,4562,4.011596179694391
10,107,random_subsets_natural_partition,4563,3.997234503369258
10,107,random_subsets_natural_partition,4564,4.088356706973015
10,107,random_subsets_natural_partition,4565,4.144252515373579
10,107,random_subsets_natural_partition,4566,3.929572640866513
10,107,random_subsets_natural_partition,4567,4.154701001586199
10,107,random_subsets_natural_partition,4568,4.038259191634856
10,107,random_subsets_natural_partition,4569,4.0324366481502345
10,107,random_subsets_natural_partition,4570,4.119856126550238
10,107,random_subsets_natural_partition,4571,4.015621128193846
10,107,random_subsets_natural_partition,4572,4.010841414260923
10,107,random_subsets_natural_partition,4573,4.042771311122979
10,107,random_subsets_natural_partition,4574,4.039538842548204
10,107,random_subsets_natural_partition,4575,4.11955349723783
10,107,random_subsets_natural_partition,4576,4.0579219758025875
10,107,random_subsets_natural_partition,4577,4.065645542988318
10,107,random_subsets_natural_partition,4578,4.070868161095338
10,107,random_subsets_natural_partition,4579,4.007495283940354
10,107,random_subsets_natural_partition,4580,4.186030718247931
10,107,random_subsets_natural_partition,4581,4.076427991378126
10,107,random_subsets_natural_partition,4582,4.056604466233498
10,107,random_subsets_natural_partition,4583,4.096531695123784
10,107,random_subsets_natural_partition,4584,4.1682744608936035
10,107,random_subsets_natural_partition,4585,4.0211607397512426
10,107,random_subsets_natural_partition,4586,4.111791645709465
10,107,random_subsets_natural_partition,4587,4.045983345086191
10,107,random_subsets_natural_partition,4588,4.146515159654666
10,107,random_subsets_natural_partition,4589,4.0899170727655525
10,107,random_subsets_natural_partition,4590,4.154815599197099
10,107,random_subsets_natural_partition,4591,4.073955116119105
10,107,random_subsets_natural_partition,4592,4.079739591980033
10,107,random_subsets_natural_partition,4593,4.006441968593368
10,107,random_subsets_natural_partition,4594,4.0619283975687965
10,107,random_subsets_natural_partition,4595,4.067469476225792
10,107,random_subsets_natural_partition,4596,3.9388278235846217
10,107,random_subsets_natural_partition,4597,4.116058128267159
10,107,random_subsets_natural_partition,4598,4.150250989510125
10,107,random_subsets_natural_partition,4599,4.1315251924372784
10,107,random_subsets_natural_partition,4600,4.180061900538268
10,107,random_subsets_natural_partition,4601,4.030262002531979
10,107,random_subsets_natural_partition,4602,4.1066550587609845
10,107,random_subsets_natural_partition,4603,4.0441503519867235
10,107,random_subsets_natural_partition,4604,4.1005042406177425
10,107,random_subsets_natural_partition,4605,4.112338602216679
10,107,random_subsets_natural_partition,4606,4.042896244552902
10,107,random_subsets_natural_partition,4607,4.0196596043760175
10,107,random_subsets_natural_partition,4608,4.148131095785759
10,107,random_subsets_natural_partition,4609,4.009903335921693
10,107,random_subsets_natural_partition,4610,4.103165052333871
10,107,random_subsets_natural_partition,4611,3.98753267391911
10,107,random_subsets_natural_partition,4612,4.1583300530465905
10,107,random_subsets_natural_partition,4613,3.9644465043187282
10,107,random_subsets_natural_partition,4614,4.153309627882977
10,107,random_subsets_natural_partition,4615,3.8345394898748353
10,107,random_subsets_natural_partition,4616,4.041253998820538
10,107,random_subsets_natural_partition,4617,4.073791786268405
10,107,random_subsets_natural_partition,4618,4.02508240283464
10,107,random_subsets_natural_partition,4619,4.103947225653739
10,107,random_subsets_natural_partition,4620,4.114320795774729
10,107,random_subsets_natural_partition,4621,4.0745541391274465
10,107,random_subsets_natural_partition,4622,3.965102903822909
10,107,random_subsets_natural_partition,4623,4.106557595673436
10,107,random_subsets_natural_partition,4624,4.131732265443871
10,107,random_subsets_natural_partition,4625,4.050009795349066
10,107,random_subsets_natural_partition,4626,4.059840854671212
10,107,random_subsets_natural_partition,4627,3.9956023941764673
10,107,random_subsets_natural_partition,4628,4.114586019992439
10,107,random_subsets_natural_partition,4629,4.113521545072213
10,107,random_subsets_natural_partition,4630,4.059793016562389
10,107,random_subsets_natural_partition,4631,4.085105333697088
10,107,random_subsets_natural_partition,4632,4.05113734589303
10,107,random_subsets_natural_partition,4633,4.102030497288425
10,107,random_subsets_natural_partition,4634,3.9776805528881263
10,107,random_subsets_natural_partition,4635,4.078259744711038
10,107,random_subsets_natural_partition,4636,4.111380790717454
10,107,random_subsets_natural_partition,4637,4.087339702023201
10,107,random_subsets_natural_partition,4638,4.071921145944071
10,107,random_subsets_natural_partition,4639,4.0838401224959995
10,107,random_subsets_natural_partition,4640,3.9581547510915542
10,107,random_subsets_natural_partition,4641,4.179451659509249
10,107,random_subsets_natural_partition,4642,4.047231233078967
10,107,random_subsets_natural_partition,4643,4.04201606334244
10,107,random_subsets_natural_partition,4644,4.090924484705172
10,107,random_subsets_natural_partition,4645,4.08773198474896
10,107,random_subsets_natural_partition,4646,4.04807576090454
10,107,random_subsets_natural_partition,4647,4.062281480399871
10,107,random_subsets_natural_partition,4648,4.097313435304926
10,107,random_subsets_natural_partition,4649,3.9326890811571302
10,107,random_subsets_natural_partition,4650,4.058681220195759
10,107,random_subsets_natural_partition,4651,4.114440139234425
10,107,random_subsets_natural_partition,4652,4.11649541804228
10,107,random_subsets_natural_partition,4653,4.091560135706801
10,107,random_subsets_natural_partition,4654,3.987911092027159
10,107,random_subsets_natural_partition,4655,3.962490351535998
10,107,random_subsets_natural_partition,4656,4.111730573079881
10,107,random_subsets_natural_partition,4657,4.018813247370648
10,107,random_subsets_natural_partition,4658,4.111254111582619
10,107,random_subsets_natural_partition,4659,4.018513273117397
10,107,random_subsets_natural_partition,4660,4.144757308204871
10,107,random_subsets_natural_partition,4661,4.203265540911552
10,107,random_subsets_natural_partition,4662,4.061494795175595
10,107,random_subsets_natural_partition,4663,4.036857991429695
10,107,random_subsets_natural_partition,4664,4.081021691831017
10,107,random_subsets_natural_partition,4665,4.034915247613192
10,107,random_subsets_natural_partition,4666,4.025922178318288
10,107,random_subsets_natural_partition,4667,3.9970156747922547
10,107,random_subsets_natural_partition,4668,4.176971477483255
10,107,random_subsets_natural_partition,4669,4.070931048024966
10,107,random_subsets_natural_partition,4670,4.098606400109939
10,107,random_subsets_natural_partition,4671,4.101537451497679
10,107,random_subsets_natural_partition,4672,3.9929735984227523
10,107,random_subsets_natural_partition,4673,4.0983162911671895
10,107,random_subsets_natural_partition,4674,4.0596910138221025
10,107,random_subsets_natural_partition,4675,4.112419680164209
10,107,random_subsets_natural_partition,4676,4.0903021132193
10,107,random_subsets_natural_partition,4677,4.090308994333148
10,107,random_subsets_natural_partition,4678,4.035141445770016
10,107,random_subsets_natural_partition,4679,4.06428964060742
10,107,random_subsets_natural_partition,4680,4.02089958797045
10,107,random_subsets_natural_partition,4681,4.006377156918365
10,107,random_subsets_natural_partition,4682,4.1273070847132525
10,107,random_subsets_natural_partition,4683,4.097153592383315
10,107,random_subsets_natural_partition,4684,4.028690108015602
10,107,random_subsets_natural_partition,4685,4.054069456937318
10,107,random_subsets_natural_partition,4686,4.067732249189603
10,107,random_subsets_natural_partition,4687,4.054422530215965
10,107,random_subsets_natural_partition,4688,4.00887133149592
10,107,random_subsets_natural_partition,4689,3.9900161634209015
10,107,random_subsets_natural_partition,4690,3.998980689883384
10,107,random_subsets_natural_partition,4691,4.013990685896267
10,107,random_subsets_natural_partition,4692,4.1519653394480684
10,107,random_subsets_natural_partition,4693,4.115216769113307
10,107,random_subsets_natural_partition,4694,4.055599936120628
10,107,random_subsets_natural_partition,4695,4.139848479364071
10,107,random_subsets_natural_partition,4696,4.02023446654728
10,107,random_subsets_natural_partition,4697,4.139592516483491
10,107,random_subsets_natural_partition,4698,4.019726344665544
10,107,random_subsets_natural_partition,4699,4.174795654551041
10,107,random_subsets_natural_partition,4700,4.117513525734329
10,107,random_subsets_natural_partition,4701,4.049621587604195
10,107,random_subsets_natural_partition,4702,4.123509435407517
10,107,random_subsets_natural_partition,4703,3.9994105882875144
10,107,random_subsets_natural_partition,4704,4.040479521065893
10,107,random_subsets_natural_partition,4705,4.023618427684231
10,107,random_subsets_natural_partition,4706,4.0144526858629135
10,107,random_subsets_natural_partition,4707,4.069316529565072
10,107,random_subsets_natural_partition,4708,4.035999608845137
10,107,random_subsets_natural_partition,4709,4.072380162653355
10,107,random_subsets_natural_partition,4710,4.137832944235865
10,107,random_subsets_natural_partition,4711,3.9821901844734753
10,107,random_subsets_natural_partition,4712,4.017282365174302
10,107,random_subsets_natural_partition,4713,4.0902852638750975
10,107,random_subsets_natural_partition,4714,4.095869375268229
10,107,random_subsets_natural_partition,4715,3.9976595598630986
10,107,random_subsets_natural_partition,4716,3.9990770215690077
10,107,random_subsets_natural_partition,4717,4.1244112812002935
10,107,random_subsets_natural_partition,4718,4.118086341578957
10,107,random_subsets_natural_partition,4719,4.115217788854978
10,107,random_subsets_natural_partition,4720,4.076551507264065
10,107,random_subsets_natural_partition,4721,4.109441669804991
10,107,random_subsets_natural_partition,4722,3.992962297399977
10,107,random_subsets_natural_partition,4723,4.054372415920172
10,107,random_subsets_natural_partition,4724,4.0258262180984135
10,107,random_subsets_natural_partition,4725,4.021853473392752
10,107,random_subsets_natural_partition,4726,4.0762105355036775
10,107,random_subsets_natural_partition,4727,3.9852314258296704
10,107,random_subsets_natural_partition,4728,4.032382933976985
10,107,random_subsets_natural_partition,4729,4.155743959926466
10,107,random_subsets_natural_partition,4730,3.9921863288023967
10,107,random_subsets_natural_partition,4731,4.106607769855267
10,107,random_subsets_natural_partition,4732,3.9819938909583033
10,107,random_subsets_natural_partition,4733,4.108591143461321
10,107,random_subsets_natural_partition,4734,4.1002832631947905
10,107,random_subsets_natural_partition,4735,4.14906827368783
10,107,random_subsets_natural_partition,4736,4.077254660872632
10,107,random_subsets_natural_partition,4737,4.178860585603709
10,107,random_subsets_natural_partition,4738,4.201622374234444
10,107,random_subsets_natural_partition,4739,4.134074309853717
10,107,random_subsets_natural_partition,4740,3.998480114608697
10,107,random_subsets_natural_partition,4741,4.036892871400471
10,107,random_subsets_natural_partition,4742,4.121655115862264
10,107,random_subsets_natural_partition,4743,4.151548934150741
10,107,random_subsets_natural_partition,4744,3.9825712157910487
10,107,random_subsets_natural_partition,4745,4.0489492009567645
10,107,random_subsets_natural_partition,4746,4.057779848380787
10,107,random_subsets_natural_partition,4747,4.048766620186249
